model_id,entity_type,entity_id,space,topic_id,weight,analyzed_at
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,7,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,8,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,9,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,10,0.051928233348240115,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,11,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,12,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,13,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,0,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,1,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,2,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,3,0.818001565188282,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,4,0.08790264845999113,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,5,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,6,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,7,0.0816582239623218,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,8,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,9,0.01243756238940502,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,10,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,11,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,12,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4887-2026,domain,13,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,0,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,1,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,2,0.020666066496363513,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,3,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,4,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,5,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,6,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,7,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,8,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,9,0.009011721508724905,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4895-2026,domain,10,0.0,2026-09-04T06:34:12+00:00
